,direction,age,sex,year,estimate
2960,Net,15-19 years,TOTAL,2017,5020
2961,Net,15-19 years,TOTAL,2018,3866
2962,Net,15-19 years,TOTAL,2019,4109
2963,Net,15-19 years,TOTAL,2020,2137
2964,Net,15-19 years,TOTAL,2021,-1187
2965,Net,15-19 years,TOTAL,2022,1523
2966,Net,15-19 years,TOTAL,2023,6701
2967,Net,20-24 years,Female,2001,251
2968,Net,20-24 years,Female,2002,2280
2969,Net,20-24 years,Female,2003,344
2970,Net,20-24 years,Female,2004,-2129
2971,Net,20-24 years,Female,2005,-1829
2972,Net,20-24 years,Female,2006,-1561
2973,Net,20-24 years,Female,2007,-1462
2974,Net,20-24 years,Female,2008,-776
2975,Net,20-24 years,Female,2009,352
2976,Net,20-24 years,Female,2010,-627
2977,Net,20-24 years,Female,2011,-2239
2978,Net,20-24 years,Female,2012,-2531
2979,Net,20-24 years,Female,2013,-106
2980,Net,20-24 years,Female,2014,1966
2981,Net,20-24 years,Female,2015,3630
2982,Net,20-24 years,Female,2016,3343
2983,Net,20-24 years,Female,2017,2265
2984,Net,20-24 years,Female,2018,2431
2985,Net,20-24 years,Female,2019,2208
2986,Net,20-24 years,Female,2020,1814
2987,Net,20-24 years,Female,2021,-1670
2988,Net,20-24 years,Female,2022,311
2989,Net,20-24 years,Female,2023,4195
2990,Net,20-24 years,Male,2001,330
2991,Net,20-24 years,Male,2002,3070
2992,Net,20-24 years,Male,2003,-105
2993,Net,20-24 years,Male,2004,-3106
2994,Net,20-24 years,Male,2005,-2714
2995,Net,20-24 years,Male,2006,-2329
2996,Net,20-24 years,Male,2007,-1580
2997,Net,20-24 years,Male,2008,-336
2998,Net,20-24 years,Male,2009,933
2999,Net,20-24 years,Male,2010,-27
3000,Net,20-24 years,Male,2011,-2224
3001,Net,20-24 years,Male,2012,-2501
3002,Net,20-24 years,Male,2013,534
3003,Net,20-24 years,Male,2014,4978
3004,Net,20-24 years,Male,2015,5684
3005,Net,20-24 years,Male,2016,3164
3006,Net,20-24 years,Male,2017,1464
3007,Net,20-24 years,Male,2018,1447
3008,Net,20-24 years,Male,2019,2742
3009,Net,20-24 years,Male,2020,1536
3010,Net,20-24 years,Male,2021,-2139
3011,Net,20-24 years,Male,2022,341
3012,Net,20-24 years,Male,2023,6196
3013,Net,20-24 years,TOTAL,2001,581
3014,Net,20-24 years,TOTAL,2002,5350
3015,Net,20-24 years,TOTAL,2003,239
3016,Net,20-24 years,TOTAL,2004,-5235
3017,Net,20-24 years,TOTAL,2005,-4543
3018,Net,20-24 years,TOTAL,2006,-3890
3019,Net,20-24 years,TOTAL,2007,-3042
3020,Net,20-24 years,TOTAL,2008,-1112
3021,Net,20-24 years,TOTAL,2009,1285
3022,Net,20-24 years,TOTAL,2010,-654
3023,Net,20-24 years,TOTAL,2011,-4463
3024,Net,20-24 years,TOTAL,2012,-5032
3025,Net,20-24 years,TOTAL,2013,428
3026,Net,20-24 years,TOTAL,2014,6944
3027,Net,20-24 years,TOTAL,2015,9314
3028,Net,20-24 years,TOTAL,2016,6507
3029,Net,20-24 years,TOTAL,2017,3729
3030,Net,20-24 years,TOTAL,2018,3878
3031,Net,20-24 years,TOTAL,2019,4950
3032,Net,20-24 years,TOTAL,2020,3350
3033,Net,20-24 years,TOTAL,2021,-3809
3034,Net,20-24 years,TOTAL,2022,651
3035,Net,20-24 years,TOTAL,2023,10390
3036,Net,25-29 years,Female,2001,1891
3037,Net,25-29 years,Female,2002,4031
3038,Net,25-29 years,Female,2003,3630
3039,Net,25-29 years,Female,2004,1844
3040,Net,25-29 years,Female,2005,1369
3041,Net,25-29 years,Female,2006,1733
3042,Net,25-29 years,Female,2007,1123
3043,Net,25-29 years,Female,2008,1486
3044,Net,25-29 years,Female,2009,1914
3045,Net,25-29 years,Female,2010,577
3046,Net,25-29 years,Female,2011,-301
3047,Net,25-29 years,Female,2012,652
3048,Net,25-29 years,Female,2013,2634
3049,Net,25-29 years,Female,2014,5025
3050,Net,25-29 years,Female,2015,6483
3051,Net,25-29 years,Female,2016,6512
3052,Net,25-29 years,Female,2017,5641
3053,Net,25-29 years,Female,2018,5102
3054,Net,25-29 years,Female,2019,6038
3055,Net,25-29 years,Female,2020,3325
3056,Net,25-29 years,Female,2021,-1673
3057,Net,25-29 years,Female,2022,2210
3058,Net,25-29 years,Female,2023,7591
3059,Net,25-29 years,Male,2001,1132
3060,Net,25-29 years,Male,2002,3409
3061,Net,25-29 years,Male,2003,2264
3062,Net,25-29 years,Male,2004,139
3063,Net,25-29 years,Male,2005,-93
3064,Net,25-29 years,Male,2006,516
3065,Net,25-29 years,Male,2007,-382
3066,Net,25-29 years,Male,2008,-125
3067,Net,25-29 years,Male,2009,598
3068,Net,25-29 years,Male,2010,-1456
3069,Net,25-29 years,Male,2011,-2219
3070,Net,25-29 years,Male,2012,-1106
3071,Net,25-29 years,Male,2013,1628
3072,Net,25-29 years,Male,2014,3806
3073,Net,25-29 years,Male,2015,5513
3074,Net,25-29 years,Male,2016,4612
3075,Net,25-29 years,Male,2017,2775
3076,Net,25-29 years,Male,2018,2363
3077,Net,25-29 years,Male,2019,4877
3078,Net,25-29 years,Male,2020,1460
3079,Net,25-29 years,Male,2021,-3154
3080,Net,25-29 years,Male,2022,396
3081,Net,25-29 years,Male,2023,6889
3082,Net,25-29 years,TOTAL,2001,3023
3083,Net,25-29 years,TOTAL,2002,7440
3084,Net,25-29 years,TOTAL,2003,5894
3085,Net,25-29 years,TOTAL,2004,1983
3086,Net,25-29 years,TOTAL,2005,1276
3087,Net,25-29 years,TOTAL,2006,2249
3088,Net,25-29 years,TOTAL,2007,741
3089,Net,25-29 years,TOTAL,2008,1361
3090,Net,25-29 years,TOTAL,2009,2512
3091,Net,25-29 years,TOTAL,2010,-879
3092,Net,25-29 years,TOTAL,2011,-2520
3093,Net,25-29 years,TOTAL,2012,-454
3094,Net,25-29 years,TOTAL,2013,4262
3095,Net,25-29 years,TOTAL,2014,8831
3096,Net,25-29 years,TOTAL,2015,11996
3097,Net,25-29 years,TOTAL,2016,11124
3098,Net,25-29 years,TOTAL,2017,8416
3099,Net,25-29 years,TOTAL,2018,7465
3100,Net,25-29 years,TOTAL,2019,10915
3101,Net,25-29 years,TOTAL,2020,4785
3102,Net,25-29 years,TOTAL,2021,-4827
3103,Net,25-29 years,TOTAL,2022,2608
3104,Net,25-29 years,TOTAL,2023,14478
3105,Net,30-34 years,Female,2001,1772
3106,Net,30-34 years,Female,2002,4194
3107,Net,30-34 years,Female,2003,3893
3108,Net,30-34 years,Female,2004,2558
3109,Net,30-34 years,Female,2005,2236
3110,Net,30-34 years,Female,2006,2283
3111,Net,30-34 years,Female,2007,1840
3112,Net,30-34 years,Female,2008,1891
3113,Net,30-34 years,Female,2009,1830
3114,Net,30-34 years,Female,2010,760
3115,Net,30-34 years,Female,2011,125
3116,Net,30-34 years,Female,2012,459
3117,Net,30-34 years,Female,2013,1760
3118,Net,30-34 years,Female,2014,3152
3119,Net,30-34 years,Female,2015,4001
3120,Net,30-34 years,Female,2016,4720
3121,Net,30-34 years,Female,2017,4187
3122,Net,30-34 years,Female,2018,3810
3123,Net,30-34 years,Female,2019,4746
3124,Net,30-34 years,Female,2020,2307
3125,Net,30-34 years,Female,2021,-239
3126,Net,30-34 years,Female,2022,2977
3127,Net,30-34 years,Female,2023,7491
3128,Net,30-34 years,Male,2001,1807
3129,Net,30-34 years,Male,2002,3908
3130,Net,30-34 years,Male,2003,3411
3131,Net,30-34 years,Male,2004,1989
3132,Net,30-34 years,Male,2005,1795
3133,Net,30-34 years,Male,2006,1804
3134,Net,30-34 years,Male,2007,1522
3135,Net,30-34 years,Male,2008,1648
3136,Net,30-34 years,Male,2009,1027
3137,Net,30-34 years,Male,2010,-69
3138,Net,30-34 years,Male,2011,-381
3139,Net,30-34 years,Male,2012,101
3140,Net,30-34 years,Male,2013,1823
3141,Net,30-34 years,Male,2014,3409
3142,Net,30-34 years,Male,2015,4200
3143,Net,30-34 years,Male,2016,4557
3144,Net,30-34 years,Male,2017,4127
3145,Net,30-34 years,Male,2018,4163
3146,Net,30-34 years,Male,2019,5195
3147,Net,30-34 years,Male,2020,1956
3148,Net,30-34 years,Male,2021,-1030
3149,Net,30-34 years,Male,2022,2724
3150,Net,30-34 years,Male,2023,9832
3151,Net,30-34 years,TOTAL,2001,3579
3152,Net,30-34 years,TOTAL,2002,8102
3153,Net,30-34 years,TOTAL,2003,7304
3154,Net,30-34 years,TOTAL,2004,4547
3155,Net,30-34 years,TOTAL,2005,4031
3156,Net,30-34 years,TOTAL,2006,4087
3157,Net,30-34 years,TOTAL,2007,3362
3158,Net,30-34 years,TOTAL,2008,3539
3159,Net,30-34 years,TOTAL,2009,2857
3160,Net,30-34 years,TOTAL,2010,691
3161,Net,30-34 years,TOTAL,2011,-256
3162,Net,30-34 years,TOTAL,2012,560
3163,Net,30-34 years,TOTAL,2013,3583
3164,Net,30-34 years,TOTAL,2014,6561
3165,Net,30-34 years,TOTAL,2015,8201
3166,Net,30-34 years,TOTAL,2016,9277
3167,Net,30-34 years,TOTAL,2017,8314
3168,Net,30-34 years,TOTAL,2018,7973
3169,Net,30-34 years,TOTAL,2019,9941
3170,Net,30-34 years,TOTAL,2020,4263
3171,Net,30-34 years,TOTAL,2021,-1269
3172,Net,30-34 years,TOTAL,2022,5703
3173,Net,30-34 years,TOTAL,2023,17323
3174,Net,35-39 years,Female,2001,1620
3175,Net,35-39 years,Female,2002,3146
3176,Net,35-39 years,Female,2003,2601
3177,Net,35-39 years,Female,2004,1496
3178,Net,35-39 years,Female,2005,1177
3179,Net,35-39 years,Female,2006,1510
3180,Net,35-39 years,Female,2007,1271
3181,Net,35-39 years,Female,2008,1105
3182,Net,35-39 years,Female,2009,1033
3183,Net,35-39 years,Female,2010,189
3184,Net,35-39 years,Female,2011,-304
3185,Net,35-39 years,Female,2012,-61
3186,Net,35-39 years,Female,2013,817
3187,Net,35-39 years,Female,2014,1719
3188,Net,35-39 years,Female,2015,2281
3189,Net,35-39 years,Female,2016,2796
3190,Net,35-39 years,Female,2017,2724
3191,Net,35-39 years,Female,2018,2759
3192,Net,35-39 years,Female,2019,3300
3193,Net,35-39 years,Female,2020,1738
3194,Net,35-39 years,Female,2021,117
3195,Net,35-39 years,Female,2022,1647
3196,Net,35-39 years,Female,2023,4839
3197,Net,35-39 years,Male,2001,1299
3198,Net,35-39 years,Male,2002,2695
3199,Net,35-39 years,Male,2003,2525
3200,Net,35-39 years,Male,2004,1369
3201,Net,35-39 years,Male,2005,1397
3202,Net,35-39 years,Male,2006,1441
3203,Net,35-39 years,Male,2007,1108
3204,Net,35-39 years,Male,2008,1027
3205,Net,35-39 years,Male,2009,524
3206,Net,35-39 years,Male,2010,-183
3207,Net,35-39 years,Male,2011,-710
3208,Net,35-39 years,Male,2012,-80
3209,Net,35-39 years,Male,2013,960
3210,Net,35-39 years,Male,2014,2159
3211,Net,35-39 years,Male,2015,2794
3212,Net,35-39 years,Male,2016,3199
3213,Net,35-39 years,Male,2017,3414
3214,Net,35-39 years,Male,2018,3484
3215,Net,35-39 years,Male,2019,4727
3216,Net,35-39 years,Male,2020,1800
3217,Net,35-39 years,Male,2021,-127
3218,Net,35-39 years,Male,2022,2677
3219,Net,35-39 years,Male,2023,8809
3220,Net,35-39 years,TOTAL,2001,2919
3221,Net,35-39 years,TOTAL,2002,5841
3222,Net,35-39 years,TOTAL,2003,5126
3223,Net,35-39 years,TOTAL,2004,2865
3224,Net,35-39 years,TOTAL,2005,2574
3225,Net,35-39 years,TOTAL,2006,2951
3226,Net,35-39 years,TOTAL,2007,2379
3227,Net,35-39 years,TOTAL,2008,2132
3228,Net,35-39 years,TOTAL,2009,1557
3229,Net,35-39 years,TOTAL,2010,6
3230,Net,35-39 years,TOTAL,2011,-1014
3231,Net,35-39 years,TOTAL,2012,-141
3232,Net,35-39 years,TOTAL,2013,1777
3233,Net,35-39 years,TOTAL,2014,3878
3234,Net,35-39 years,TOTAL,2015,5075
3235,Net,35-39 years,TOTAL,2016,5995
3236,Net,35-39 years,TOTAL,2017,6138
3237,Net,35-39 years,TOTAL,2018,6243
3238,Net,35-39 years,TOTAL,2019,8027
3239,Net,35-39 years,TOTAL,2020,3538
3240,Net,35-39 years,TOTAL,2021,-10
3241,Net,35-39 years,TOTAL,2022,4322
3242,Net,35-39 years,TOTAL,2023,13648
3243,Net,40-44 years,Female,2001,921
3244,Net,40-44 years,Female,2002,1800
3245,Net,40-44 years,Female,2003,1554
3246,Net,40-44 years,Female,2004,767
3247,Net,40-44 years,Female,2005,648
3248,Net,40-44 years,Female,2006,978
3249,Net,40-44 years,Female,2007,470
3250,Net,40-44 years,Female,2008,312
3251,Net,40-44 years,Female,2009,483
3252,Net,40-44 years,Female,2010,-152
3253,Net,40-44 years,Female,2011,-601
3254,Net,40-44 years,Female,2012,-414
3255,Net,40-44 years,Female,2013,363
3256,Net,40-44 years,Female,2014,1138
3257,Net,40-44 years,Female,2015,1428
3258,Net,40-44 years,Female,2016,1851
3259,Net,40-44 years,Female,2017,1589
3260,Net,40-44 years,Female,2018,1595
3261,Net,40-44 years,Female,2019,2064
3262,Net,40-44 years,Female,2020,1307
3263,Net,40-44 years,Female,2021,-25
3264,Net,40-44 years,Female,2022,1051
3265,Net,40-44 years,Female,2023,3278
3266,Net,40-44 years,Male,2001,1016
3267,Net,40-44 years,Male,2002,2058
3268,Net,40-44 years,Male,2003,1698
3269,Net,40-44 years,Male,2004,926
3270,Net,40-44 years,Male,2005,792
3271,Net,40-44 years,Male,2006,974
3272,Net,40-44 years,Male,2007,617
3273,Net,40-44 years,Male,2008,470
3274,Net,40-44 years,Male,2009,323
3275,Net,40-44 years,Male,2010,-541
3276,Net,40-44 years,Male,2011,-896
3277,Net,40-44 years,Male,2012,-421
3278,Net,40-44 years,Male,2013,724
3279,Net,40-44 years,Male,2014,1480
3280,Net,40-44 years,Male,2015,1821
3281,Net,40-44 years,Male,2016,2276
3282,Net,40-44 years,Male,2017,2209
3283,Net,40-44 years,Male,2018,2639
3284,Net,40-44 years,Male,2019,3422
3285,Net,40-44 years,Male,2020,1420
3286,Net,40-44 years,Male,2021,175
3287,Net,40-44 years,Male,2022,1809
3288,Net,40-44 years,Male,2023,6141
3289,Net,40-44 years,TOTAL,2001,1937
3290,Net,40-44 years,TOTAL,2002,3858
3291,Net,40-44 years,TOTAL,2003,3252
3292,Net,40-44 years,TOTAL,2004,1693
3293,Net,40-44 years,TOTAL,2005,1440
3294,Net,40-44 years,TOTAL,2006,1952
3295,Net,40-44 years,TOTAL,2007,1087
3296,Net,40-44 years,TOTAL,2008,782
3297,Net,40-44 years,TOTAL,2009,806
3298,Net,40-44 years,TOTAL,2010,-693
3299,Net,40-44 years,TOTAL,2011,-1497
3300,Net,40-44 years,TOTAL,2012,-835
3301,Net,40-44 years,TOTAL,2013,1087
3302,Net,40-44 years,TOTAL,2014,2618
3303,Net,40-44 years,TOTAL,2015,3249
3304,Net,40-44 years,TOTAL,2016,4127
3305,Net,40-44 years,TOTAL,2017,3798
3306,Net,40-44 years,TOTAL,2018,4234
3307,Net,40-44 years,TOTAL,2019,5486
3308,Net,40-44 years,TOTAL,2020,2727
3309,Net,40-44 years,TOTAL,2021,150
3310,Net,40-44 years,TOTAL,2022,2860
3311,Net,40-44 years,TOTAL,2023,9420
3312,Net,45-49 years,Female,2001,137
3313,Net,45-49 years,Female,2002,766
3314,Net,45-49 years,Female,2003,657
3315,Net,45-49 years,Female,2004,305
3316,Net,45-49 years,Female,2005,214
3317,Net,45-49 years,Female,2006,121
3318,Net,45-49 years,Female,2007,-76
3319,Net,45-49 years,Female,2008,-304
3320,Net,45-49 years,Female,2009,-62
3321,Net,45-49 years,Female,2010,-532
3322,Net,45-49 years,Female,2011,-923
3323,Net,45-49 years,Female,2012,-851
3324,Net,45-49 years,Female,2013,-262
3325,Net,45-49 years,Female,2014,259
3326,Net,45-49 years,Female,2015,547
3327,Net,45-49 years,Female,2016,816
3328,Net,45-49 years,Female,2017,718
3329,Net,45-49 years,Female,2018,597
3330,Net,45-49 years,Female,2019,1151
3331,Net,45-49 years,Female,2020,862
3332,Net,45-49 years,Female,2021,-167
3333,Net,45-49 years,Female,2022,292
3334,Net,45-49 years,Female,2023,1569
3335,Net,45-49 years,Male,2001,394
3336,Net,45-49 years,Male,2002,1165
3337,Net,45-49 years,Male,2003,975
3338,Net,45-49 years,Male,2004,550
3339,Net,45-49 years,Male,2005,273
3340,Net,45-49 years,Male,2006,177
3341,Net,45-49 years,Male,2007,-59
3342,Net,45-49 years,Male,2008,-234
3343,Net,45-49 years,Male,2009,-164
3344,Net,45-49 years,Male,2010,-815
3345,Net,45-49 years,Male,2011,-1139
3346,Net,45-49 years,Male,2012,-709
3347,Net,45-49 years,Male,2013,-3
3348,Net,45-49 years,Male,2014,769
3349,Net,45-49 years,Male,2015,1038
3350,Net,45-49 years,Male,2016,1120
3351,Net,45-49 years,Male,2017,1200
3352,Net,45-49 years,Male,2018,1324
3353,Net,45-49 years,Male,2019,2021
3354,Net,45-49 years,Male,2020,1005
3355,Net,45-49 years,Male,2021,20
3356,Net,45-49 years,Male,2022,715
3357,Net,45-49 years,Male,2023,2790
3358,Net,45-49 years,TOTAL,2001,531
3359,Net,45-49 years,TOTAL,2002,1931
3360,Net,45-49 years,TOTAL,2003,1632
3361,Net,45-49 years,TOTAL,2004,855
3362,Net,45-49 years,TOTAL,2005,487
3363,Net,45-49 years,TOTAL,2006,298
3364,Net,45-49 years,TOTAL,2007,-135
3365,Net,45-49 years,TOTAL,2008,-538
3366,Net,45-49 years,TOTAL,2009,-226
3367,Net,45-49 years,TOTAL,2010,-1347
3368,Net,45-49 years,TOTAL,2011,-2062
3369,Net,45-49 years,TOTAL,2012,-1560
3370,Net,45-49 years,TOTAL,2013,-265
3371,Net,45-49 years,TOTAL,2014,1028
3372,Net,45-49 years,TOTAL,2015,1585
3373,Net,45-49 years,TOTAL,2016,1936
3374,Net,45-49 years,TOTAL,2017,1918
3375,Net,45-49 years,TOTAL,2018,1921
3376,Net,45-49 years,TOTAL,2019,3172
3377,Net,45-49 years,TOTAL,2020,1867
3378,Net,45-49 years,TOTAL,2021,-147
3379,Net,45-49 years,TOTAL,2022,1006
3380,Net,45-49 years,TOTAL,2023,4359
3381,Net,5-9 years,Female,2001,1152
3382,Net,5-9 years,Female,2002,2118
3383,Net,5-9 years,Female,2003,1746
3384,Net,5-9 years,Female,2004,926
3385,Net,5-9 years,Female,2005,771
3386,Net,5-9 years,Female,2006,998
3387,Net,5-9 years,Female,2007,755
3388,Net,5-9 years,Female,2008,513
3389,Net,5-9 years,Female,2009,568
3390,Net,5-9 years,Female,2010,45
3391,Net,5-9 years,Female,2011,-658
3392,Net,5-9 years,Female,2012,-564
3393,Net,5-9 years,Female,2013,119
3394,Net,5-9 years,Female,2014,985
3395,Net,5-9 years,Female,2015,1293
3396,Net,5-9 years,Female,2016,1868
3397,Net,5-9 years,Female,2017,2018
3398,Net,5-9 years,Female,2018,1846
3399,Net,5-9 years,Female,2019,2285
3400,Net,5-9 years,Female,2020,1393
3401,Net,5-9 years,Female,2021,449
3402,Net,5-9 years,Female,2022,1377
3403,Net,5-9 years,Female,2023,3270
3404,Net,5-9 years,Male,2001,1196
3405,Net,5-9 years,Male,2002,2513
3406,Net,5-9 years,Male,2003,2107
3407,Net,5-9 years,Male,2004,1026
3408,Net,5-9 years,Male,2005,773
3409,Net,5-9 years,Male,2006,1051
3410,Net,5-9 years,Male,2007,791
3411,Net,5-9 years,Male,2008,568
3412,Net,5-9 years,Male,2009,661
3413,Net,5-9 years,Male,2010,111
3414,Net,5-9 years,Male,2011,-797
3415,Net,5-9 years,Male,2012,-849
3416,Net,5-9 years,Male,2013,98
3417,Net,5-9 years,Male,2014,1051
3418,Net,5-9 years,Male,2015,1481
3419,Net,5-9 years,Male,2016,2107
3420,Net,5-9 years,Male,2017,2122
3421,Net,5-9 years,Male,2018,1915
3422,Net,5-9 years,Male,2019,2232
3423,Net,5-9 years,Male,2020,1398
3424,Net,5-9 years,Male,2021,381
3425,Net,5-9 years,Male,2022,1232
3426,Net,5-9 years,Male,2023,3414
3427,Net,5-9 years,TOTAL,2001,2348
3428,Net,5-9 years,TOTAL,2002,4631
3429,Net,5-9 years,TOTAL,2003,3853
3430,Net,5-9 years,TOTAL,2004,1952
3431,Net,5-9 years,TOTAL,2005,1544
3432,Net,5-9 years,TOTAL,2006,2049
3433,Net,5-9 years,TOTAL,2007,1546
3434,Net,5-9 years,TOTAL,2008,1081
3435,Net,5-9 years,TOTAL,2009,1229
3436,Net,5-9 years,TOTAL,2010,156
3437,Net,5-9 years,TOTAL,2011,-1455
3438,Net,5-9 years,TOTAL,2012,-1413
3439,Net,5-9 years,TOTAL,2013,217
3440,Net,5-9 years,TOTAL,2014,2036
3441,Net,5-9 years,TOTAL,2015,2774
3442,Net,5-9 years,TOTAL,2016,3975
3443,Net,5-9 years,TOTAL,2017,4140
3444,Net,5-9 years,TOTAL,2018,3761
3445,Net,5-9 years,TOTAL,2019,4517
3446,Net,5-9 years,TOTAL,2020,2791
3447,Net,5-9 years,TOTAL,2021,830
3448,Net,5-9 years,TOTAL,2022,2609
3449,Net,5-9 years,TOTAL,2023,6685
3450,Net,50-54 years,Female,2001,-1
3451,Net,50-54 years,Female,2002,288
3452,Net,50-54 years,Female,2003,229
3453,Net,50-54 years,Female,2004,108
3454,Net,50-54 years,Female,2005,-68
3455,Net,50-54 years,Female,2006,-15
3456,Net,50-54 years,Female,2007,-133
3457,Net,50-54 years,Female,2008,-277
3458,Net,50-54 years,Female,2009,-78
3459,Net,50-54 years,Female,2010,-217
3460,Net,50-54 years,Female,2011,-680
3461,Net,50-54 years,Female,2012,-567
3462,Net,50-54 years,Female,2013,-147
3463,Net,50-54 years,Female,2014,299
3464,Net,50-54 years,Female,2015,397
3465,Net,50-54 years,Female,2016,562
3466,Net,50-54 years,Female,2017,359
3467,Net,50-54 years,Female,2018,236
3468,Net,50-54 years,Female,2019,1128
3469,Net,50-54 years,Female,2020,681
3470,Net,50-54 years,Female,2021,-386
3471,Net,50-54 years,Female,2022,-33
3472,Net,50-54 years,Female,2023,776
3473,Net,50-54 years,Male,2001,104
3474,Net,50-54 years,Male,2002,482
3475,Net,50-54 years,Male,2003,397
3476,Net,50-54 years,Male,2004,115
3477,Net,50-54 years,Male,2005,-21
3478,Net,50-54 years,Male,2006,-159
3479,Net,50-54 years,Male,2007,-202
3480,Net,50-54 years,Male,2008,-291
3481,Net,50-54 years,Male,2009,-15
3482,Net,50-54 years,Male,2010,-640
3483,Net,50-54 years,Male,2011,-1050
3484,Net,50-54 years,Male,2012,-666
3485,Net,50-54 years,Male,2013,-13
3486,Net,50-54 years,Male,2014,588
3487,Net,50-54 years,Male,2015,536
3488,Net,50-54 years,Male,2016,715
3489,Net,50-54 years,Male,2017,522
3490,Net,50-54 years,Male,2018,379
3491,Net,50-54 years,Male,2019,1167
3492,Net,50-54 years,Male,2020,657
3493,Net,50-54 years,Male,2021,-197
3494,Net,50-54 years,Male,2022,127
3495,Net,50-54 years,Male,2023,759
3496,Net,50-54 years,TOTAL,2001,103
3497,Net,50-54 years,TOTAL,2002,770
3498,Net,50-54 years,TOTAL,2003,626
3499,Net,50-54 years,TOTAL,2004,223
3500,Net,50-54 years,TOTAL,2005,-89
3501,Net,50-54 years,TOTAL,2006,-174
3502,Net,50-54 years,TOTAL,2007,-335
3503,Net,50-54 years,TOTAL,2008,-568
3504,Net,50-54 years,TOTAL,2009,-93
3505,Net,50-54 years,TOTAL,2010,-857
3506,Net,50-54 years,TOTAL,2011,-1730
3507,Net,50-54 years,TOTAL,2012,-1233
3508,Net,50-54 years,TOTAL,2013,-160
3509,Net,50-54 years,TOTAL,2014,887
3510,Net,50-54 years,TOTAL,2015,933
3511,Net,50-54 years,TOTAL,2016,1277
3512,Net,50-54 years,TOTAL,2017,881
3513,Net,50-54 years,TOTAL,2018,615
3514,Net,50-54 years,TOTAL,2019,2295
3515,Net,50-54 years,TOTAL,2020,1338
3516,Net,50-54 years,TOTAL,2021,-583
3517,Net,50-54 years,TOTAL,2022,95
3518,Net,50-54 years,TOTAL,2023,1539
3519,Net,55-59 years,Female,2001,259
3520,Net,55-59 years,Female,2002,353
3521,Net,55-59 years,Female,2003,239
3522,Net,55-59 years,Female,2004,152
3523,Net,55-59 years,Female,2005,115
3524,Net,55-59 years,Female,2006,339
3525,Net,55-59 years,Female,2007,119
3526,Net,55-59 years,Female,2008,71
3527,Net,55-59 years,Female,2009,191
3528,Net,55-59 years,Female,2010,-26
3529,Net,55-59 years,Female,2011,31
3530,Net,55-59 years,Female,2012,102
3531,Net,55-59 years,Female,2013,360
3532,Net,55-59 years,Female,2014,654
3533,Net,55-59 years,Female,2015,775
3534,Net,55-59 years,Female,2016,815
3535,Net,55-59 years,Female,2017,462
3536,Net,55-59 years,Female,2018,380
3537,Net,55-59 years,Female,2019,1668
3538,Net,55-59 years,Female,2020,778
3539,Net,55-59 years,Female,2021,-775
3540,Net,55-59 years,Female,2022,-58
3541,Net,55-59 years,Female,2023,653
3542,Net,55-59 years,Male,2001,170
3543,Net,55-59 years,Male,2002,293
3544,Net,55-59 years,Male,2003,227
3545,Net,55-59 years,Male,2004,158
3546,Net,55-59 years,Male,2005,-1
3547,Net,55-59 years,Male,2006,51
3548,Net,55-59 years,Male,2007,-150
3549,Net,55-59 years,Male,2008,-151
3550,Net,55-59 years,Male,2009,19
3551,Net,55-59 years,Male,2010,-175
3552,Net,55-59 years,Male,2011,-356
3553,Net,55-59 years,Male,2012,-277
3554,Net,55-59 years,Male,2013,303
3555,Net,55-59 years,Male,2014,630
3556,Net,55-59 years,Male,2015,642
3557,Net,55-59 years,Male,2016,639
3558,Net,55-59 years,Male,2017,417
3559,Net,55-59 years,Male,2018,443
3560,Net,55-59 years,Male,2019,1053
3561,Net,55-59 years,Male,2020,603
3562,Net,55-59 years,Male,2021,-268
3563,Net,55-59 years,Male,2022,-285
3564,Net,55-59 years,Male,2023,54
3565,Net,55-59 years,TOTAL,2001,429
3566,Net,55-59 years,TOTAL,2002,646
3567,Net,55-59 years,TOTAL,2003,466
3568,Net,55-59 years,TOTAL,2004,310
3569,Net,55-59 years,TOTAL,2005,114
3570,Net,55-59 years,TOTAL,2006,390
3571,Net,55-59 years,TOTAL,2007,-31
3572,Net,55-59 years,TOTAL,2008,-80
3573,Net,55-59 years,TOTAL,2009,210
3574,Net,55-59 years,TOTAL,2010,-201
3575,Net,55-59 years,TOTAL,2011,-325
3576,Net,55-59 years,TOTAL,2012,-175
3577,Net,55-59 years,TOTAL,2013,663
3578,Net,55-59 years,TOTAL,2014,1284
3579,Net,55-59 years,TOTAL,2015,1417
3580,Net,55-59 years,TOTAL,2016,1454
3581,Net,55-59 years,TOTAL,2017,879
3582,Net,55-59 years,TOTAL,2018,823
3583,Net,55-59 years,TOTAL,2019,2721
3584,Net,55-59 years,TOTAL,2020,1381
3585,Net,55-59 years,TOTAL,2021,-1043
3586,Net,55-59 years,TOTAL,2022,-344
3587,Net,55-59 years,TOTAL,2023,705
3588,Net,60-64 years,Female,2001,324
3589,Net,60-64 years,Female,2002,439
3590,Net,60-64 years,Female,2003,229
3591,Net,60-64 years,Female,2004,240
3592,Net,60-64 years,Female,2005,265
3593,Net,60-64 years,Female,2006,374
3594,Net,60-64 years,Female,2007,375
3595,Net,60-64 years,Female,2008,280
3596,Net,60-64 years,Female,2009,354
3597,Net,60-64 years,Female,2010,250
3598,Net,60-64 years,Female,2011,274
3599,Net,60-64 years,Female,2012,396
3600,Net,60-64 years,Female,2013,528
3601,Net,60-64 years,Female,2014,753
